ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,User-ID,Book-Rating
0440234743,The Testament,John Grisham,1999,Dell,131837,0
0440234743,The Testament,John Grisham,1999,Dell,135149,0
0440234743,The Testament,John Grisham,1999,Dell,135831,0
0440234743,The Testament,John Grisham,1999,Dell,137589,0
0440234743,The Testament,John Grisham,1999,Dell,143253,0
0440234743,The Testament,John Grisham,1999,Dell,144531,0
0440234743,The Testament,John Grisham,1999,Dell,145619,0
0440234743,The Testament,John Grisham,1999,Dell,146113,0
0440234743,The Testament,John Grisham,1999,Dell,147965,0
0440234743,The Testament,John Grisham,1999,Dell,155495,0
0440234743,The Testament,John Grisham,1999,Dell,160819,0
0440234743,The Testament,John Grisham,1999,Dell,167800,0
0440234743,The Testament,John Grisham,1999,Dell,170518,0
0440234743,The Testament,John Grisham,1999,Dell,172742,0
0440234743,The Testament,John Grisham,1999,Dell,173415,0
0440234743,The Testament,John Grisham,1999,Dell,173684,0
0440234743,The Testament,John Grisham,1999,Dell,185384,0
0440234743,The Testament,John Grisham,1999,Dell,186570,0
0440234743,The Testament,John Grisham,1999,Dell,195694,0
0440234743,The Testament,John Grisham,1999,Dell,197364,0
0440234743,The Testament,John Grisham,1999,Dell,197659,0
0440234743,The Testament,John Grisham,1999,Dell,198711,0
0440234743,The Testament,John Grisham,1999,Dell,200674,0
0440234743,The Testament,John Grisham,1999,Dell,203968,0
0440234743,The Testament,John Grisham,1999,Dell,214786,9
0440234743,The Testament,John Grisham,1999,Dell,216683,9
0440234743,The Testament,John Grisham,1999,Dell,217375,0
0440234743,The Testament,John Grisham,1999,Dell,221445,0
0440234743,The Testament,John Grisham,1999,Dell,224764,0
0440234743,The Testament,John Grisham,1999,Dell,225810,0
0440234743,The Testament,John Grisham,1999,Dell,229011,7
0440234743,The Testament,John Grisham,1999,Dell,230522,0
0440234743,The Testament,John Grisham,1999,Dell,231237,0
0440234743,The Testament,John Grisham,1999,Dell,232131,7
0440234743,The Testament,John Grisham,1999,Dell,232945,9
0440234743,The Testament,John Grisham,1999,Dell,234623,0
0440234743,The Testament,John Grisham,1999,Dell,235842,0
0440234743,The Testament,John Grisham,1999,Dell,235935,0
0440234743,The Testament,John Grisham,1999,Dell,236172,10
0440234743,The Testament,John Grisham,1999,Dell,240144,0
0440234743,The Testament,John Grisham,1999,Dell,241548,0
0440234743,The Testament,John Grisham,1999,Dell,241666,8
0440234743,The Testament,John Grisham,1999,Dell,241980,9
0440234743,The Testament,John Grisham,1999,Dell,244349,0
0440234743,The Testament,John Grisham,1999,Dell,245827,0
0440234743,The Testament,John Grisham,1999,Dell,245963,0
0440234743,The Testament,John Grisham,1999,Dell,246655,0
0440234743,The Testament,John Grisham,1999,Dell,250184,0
0440234743,The Testament,John Grisham,1999,Dell,251613,0
0440234743,The Testament,John Grisham,1999,Dell,254971,0
0440234743,The Testament,John Grisham,1999,Dell,256407,0
0440234743,The Testament,John Grisham,1999,Dell,258534,8
0440234743,The Testament,John Grisham,1999,Dell,260897,0
0440234743,The Testament,John Grisham,1999,Dell,261829,0
0440234743,The Testament,John Grisham,1999,Dell,263163,0
0440234743,The Testament,John Grisham,1999,Dell,263877,0
0440234743,The Testament,John Grisham,1999,Dell,265115,0
0440234743,The Testament,John Grisham,1999,Dell,265313,0
0440234743,The Testament,John Grisham,1999,Dell,268330,0
0440234743,The Testament,John Grisham,1999,Dell,269566,0
0440234743,The Testament,John Grisham,1999,Dell,271284,0
0440234743,The Testament,John Grisham,1999,Dell,273979,9
0440234743,The Testament,John Grisham,1999,Dell,274308,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,277427,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,2766,6
0971880107,Wild Animus,Rich Shapero,2004,Too Far,3363,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,6251,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,6543,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,7158,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,8681,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,10819,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,11676,6
0971880107,Wild Animus,Rich Shapero,2004,Too Far,11993,2
0971880107,Wild Animus,Rich Shapero,2004,Too Far,15418,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,16634,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,16795,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,17950,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,21252,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,23768,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,23902,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,24194,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,24921,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,28204,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,28591,6
0971880107,Wild Animus,Rich Shapero,2004,Too Far,29259,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,29855,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,30533,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,30972,1
0971880107,Wild Animus,Rich Shapero,2004,Too Far,31315,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,31826,1
0971880107,Wild Animus,Rich Shapero,2004,Too Far,32440,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,32773,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,35859,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,36606,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,36836,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,37712,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,37950,3
0971880107,Wild Animus,Rich Shapero,2004,Too Far,38023,9
0971880107,Wild Animus,Rich Shapero,2004,Too Far,39281,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,39646,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,39773,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,40943,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,41841,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,43246,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,43842,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,44728,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,46398,4
0971880107,Wild Animus,Rich Shapero,2004,Too Far,48494,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,49109,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,52917,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,53174,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,55187,6
0971880107,Wild Animus,Rich Shapero,2004,Too Far,55492,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,55734,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,56271,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,56399,5
0971880107,Wild Animus,Rich Shapero,2004,Too Far,56856,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,56959,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,60244,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,60277,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,63714,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,65258,6
0971880107,Wild Animus,Rich Shapero,2004,Too Far,67840,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,68555,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,69042,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,69232,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,69971,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,70052,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,70415,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,72992,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,73394,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,76352,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,76942,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,77809,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,78553,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,78834,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,78973,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,79186,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,81492,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,82831,7
0971880107,Wild Animus,Rich Shapero,2004,Too Far,82893,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,84024,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,85701,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,85993,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,86243,6
0971880107,Wild Animus,Rich Shapero,2004,Too Far,87555,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,87746,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,88283,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,88693,4
0971880107,Wild Animus,Rich Shapero,2004,Too Far,88733,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,91931,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,93047,6
0971880107,Wild Animus,Rich Shapero,2004,Too Far,93085,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,94923,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,95359,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,101851,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,105517,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,105979,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,106816,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,107301,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,110029,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,110973,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,111947,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,113270,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,113519,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,113904,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,114414,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,114988,1
0971880107,Wild Animus,Rich Shapero,2004,Too Far,115003,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,115120,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,122429,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,122793,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,124078,9
0971880107,Wild Animus,Rich Shapero,2004,Too Far,126736,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,127359,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,127429,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,129465,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,129851,1
0971880107,Wild Animus,Rich Shapero,2004,Too Far,130474,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,133747,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,136010,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,136205,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,136382,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,137589,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,138844,6
0971880107,Wild Animus,Rich Shapero,2004,Too Far,140000,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,141493,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,141710,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,142524,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,144531,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,145449,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,145619,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,147847,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,147965,4
0971880107,Wild Animus,Rich Shapero,2004,Too Far,150124,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,150968,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,153662,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,155147,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,157273,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,159033,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,160819,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,162052,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,162639,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,164533,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,164675,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,167471,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,167800,3
0971880107,Wild Animus,Rich Shapero,2004,Too Far,168064,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,169699,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,170513,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,170634,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,170947,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,171118,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,172512,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,173684,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,174216,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,174304,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,175003,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,175886,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,177090,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,177458,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,179733,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,180957,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,181176,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,182085,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,184299,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,185233,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,185384,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,187145,6
0971880107,Wild Animus,Rich Shapero,2004,Too Far,187517,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,189334,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,189516,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,190708,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,190925,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,194669,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,196077,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,196160,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,197364,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,198711,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,200674,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,201017,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,203240,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,203799,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,203968,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,205473,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,208141,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,208406,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,208829,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,209373,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,209756,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,210485,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,211426,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,211919,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,212645,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,213350,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,217106,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,217740,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,218608,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,219546,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,222050,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,224349,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,224764,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,225087,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,225763,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,225986,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,227447,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,227520,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,227705,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,228681,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,229551,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,230249,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,231210,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,231237,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,231857,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,232131,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,232945,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,234623,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,236283,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,238120,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,238557,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,239594,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,240144,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,241980,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,242006,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,242106,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,242824,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,243077,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,244349,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,245410,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,246655,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,247429,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,249862,1
0971880107,Wild Animus,Rich Shapero,2004,Too Far,250405,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,251394,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,251422,1
0971880107,Wild Animus,Rich Shapero,2004,Too Far,251613,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,251843,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,253821,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,254465,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,255218,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,256167,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,256407,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,257204,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,258534,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,260897,2
0971880107,Wild Animus,Rich Shapero,2004,Too Far,261105,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,261829,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,263460,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,264317,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,264321,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,265115,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,266056,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,266865,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,268032,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,269566,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,269719,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,271195,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,273979,0
0971880107,Wild Animus,Rich Shapero,2004,Too Far,274301,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,11676,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,16795,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,26544,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,31315,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,35050,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,52584,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,53174,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,55548,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,62272,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,69042,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,76352,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,78783,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,82893,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,85701,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,87141,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,93047,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,102967,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,124487,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,124942,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,144531,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,166596,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,167471,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,167800,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,171118,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,172742,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,186570,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,198711,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,200674,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,204591,7
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,204864,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,210485,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,210792,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,212898,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,213350,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,214786,9
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,221445,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,227705,9
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,231210,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,231237,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,234828,8
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,241548,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,242106,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,243077,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,249628,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,252695,7
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,259629,7
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,260897,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,262399,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,266226,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,268032,9
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,269566,0
0345402871,Airframe,Michael Crichton,1997,Ballantine Books,274061,0
0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,3363,0
0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,6251,0
0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,7346,0
0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,11676,10
0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,16795,5
